Disclaimer,,,,,,,,,,,,,,,,,,
"""GWDB DISCLAIMER:  Except where noted, all of the information provided in the Texas Water Development Board (TWDB) Groundwater Database (https://www.twdb.texas.gov/groundwater/data/gwdbrpt.asp) is believed to be accurate and reliable; however, the TWDB assumes no responsibility for any errors appearing in rules or otherwise. Further, TWDB assumes no responsibility for the use of the information provided. PLEASE NOTE that users of these data are responsible for checking the accuracy, completeness, currency and/or suitability of all information themselves. TWDB makes no guarantees or warranties as to the accuracy, completeness, currency, or suitability of the information provided via the Groundwater Database (GWDB). TWDB specifically disclaims any and all liability for any claims or damages that may result from providing GWDB data or the information it contains. For additional information or answers to questions concerning the TWDB GWDB, contact the Groundwater Data Team at GroundwaterData@twdb.texas.gov.""",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
StateWellNumber,LatitudeDD,LongitudeDD,County,AquiferCode,Owner,WellTypeCode,DrillingEndDate,WellDepth,CasingId,Diameter,TopDepth,BottomDepth,LandSurfaceElevation,WaterLevelsAvailable,WaterQualityAvailable,Pump,WellUse,Remarks
6835805,29.3869444,-98.6838889,Bexar,218EDRD,Thekla Nentwich,W,8/0/1957,757,,,,,755,No,No,Jet,Domestic,
6835806,29.3845556,-98.7000111,Bexar,218EDRDA,"Schoenfeld Quarries, Inc.",W,4/20/1969,810,,,,,768,Yes,No,Submersible,Industrial,"Perforated from 780 to 810 ft. Cemented from 300 ft. to surface. Top of Edwards 630 ft.  Development test yield 1,500 gpm."
6835807,29.378055,-98.707778,Bexar,218EBFZA,J. H. Uptmore & Assoc.,W,,868,,,,,788,Yes,No,None,Unused,Well H-13 in Texas Board of Water Engineers Bulletin 5608.  E-log indicates well was deepened. Observation well.
6835808,29.410278,-98.678611,Bexar,218EBFZA,BMWD - North West  Well #14,W,10/13/1972,1150,,,,,787,Yes,Yes,Turbine,Public Supply,"TCEQ Source ID: G0150018GI. Top of Edwards 598 ft.  Development test:  Drawdown of 19 ft. pumping 2,518 gpm. for 8 hours. Cemented to 591 feet."
6835809,29.398889,-98.675,Bexar,218EDRDA,L. A. Kriewald,W,0/0/1947,1004,,,,,701,Yes,No,Turbine,Irrigation,Well H-46 in Texas Board of Water Engineers Bulletin 5608.  Reported yield 550 gpm.
6835810,29.406945,-98.704445,Bexar,218EBFZA,BMWD - North West  Well #17A,W,5/2/1981,735,10,12,0,300,835,Yes,No,Turbine,Public Supply,Owner Well Number: 17A. TCEQ Source ID: G0150018GL. Tested at 1700 gpm. Cemented to 548 feet.
6835810,29.406945,-98.704445,Bexar,218EBFZA,BMWD - North West  Well #17A,W,5/2/1981,735,10,10,300,548,835,Yes,No,Turbine,Public Supply,Owner Well Number: 17A. TCEQ Source ID: G0150018GL. Tested at 1700 gpm. Cemented to 548 feet.
6835810,29.406945,-98.704445,Bexar,218EBFZA,BMWD - North West  Well #17A,W,5/2/1981,735,101,8,548,735,835,Yes,No,Turbine,Public Supply,Owner Well Number: 17A. TCEQ Source ID: G0150018GL. Tested at 1700 gpm. Cemented to 548 feet.
6835811,29.406667,-98.704167,Bexar,218EBFZA,BMWD - North West  Well #17B (030 W/P #2),W,5/9/1981,735,10,12,0,300,835,Yes,Yes,Turbine,Public Supply,Owner Well Number: 17B. TCEQ Source ID: G0150018GK. Cemented to 549 ft. Test: 375 gpm with 116 ft drawdown.
6835811,29.406667,-98.704167,Bexar,218EBFZA,BMWD - North West  Well #17B (030 W/P #2),W,5/9/1981,735,10,10,300,549,835,Yes,Yes,Turbine,Public Supply,Owner Well Number: 17B. TCEQ Source ID: G0150018GK. Cemented to 549 ft. Test: 375 gpm with 116 ft drawdown.
6835811,29.406667,-98.704167,Bexar,218EBFZA,BMWD - North West  Well #17B (030 W/P #2),W,5/9/1981,735,101,,549,735,835,Yes,Yes,Turbine,Public Supply,Owner Well Number: 17B. TCEQ Source ID: G0150018GK. Cemented to 549 ft. Test: 375 gpm with 116 ft drawdown.
6835901,29.415001,-98.638334,Bexar,218EDRDA,Walter Hansmann ,W,9/0/1956,916,,,,,752,Yes,No,Turbine,Irrigation,"Open hole from 595 to 916 ft.  Top of Edwards 595 ft.  Development test:  Drawdown of 25 ft. pumping 1,180 gpm in September 1956."
6835902,29.411667,-98.651389,Bexar,218EBFZA,Lackland City Water  Co. ,W,3/0/1956,835,,,,,800,No,Yes,Turbine,Public Supply,"Open hole from 634 to 835 ft. Top of Edwards 630 ft. Reported yield 1,200 gpm."
6835903,29.408612,-98.629444,Bexar,218EBFZA,San Antonio Water Sys. Lackland Terr. #2,W,5/30/1961,1020,101,,788,1020,741,Yes,Yes,None,Plugged or Destroyed,TCEQ Source ID: G0150018AS. Top of Edwards at 819 feet. Cemented from 788 ft. to surface. Development test when drilled: draw down 7 ft pumping 1850 gpm. Owners Lackland Terrace well #2. Plugged PS well.
6835904,29.406667,-98.656667,Bexar,218EBFZA,San Antonio Water Sys. 1 Demya well,W,0/0/1958,675,101,,612,675,789,No,Yes,None,Plugged or Destroyed,TCEQ Source ID: G0150018CW. Plugged PS well.
6835905,29.403889,-98.6425,Bexar,218EBFZA,San Antonio Water Sys. Lackland Terr. #1 ,W,1/0/1957,881,101,,808,881,797,No,Yes,None,Plugged or Destroyed,TCEQ Source ID: G0150018AR. Tested at 1750 gpm with 8 ft. draw- down. Top of Edwards at 814 ft. Owners Lackland Terrace well #1. Plugged PS well.
6835906,29.398889,-98.638889,Bexar,218EDRDA,Lackland RV Village,W,0/0/1953,990,,,,,782,No,No,Turbine,Public Supply,Reported yield 40 gpm. Once known as Ninety West RV Park. Inactive PS well.
6835907,29.398889,-98.651389,Bexar,218EBFZA,Lackland City Water  Co. ,W,0/0/1955,845,,,,,811,Yes,Yes,None,Unused,Open hole from 648 to 845 ft.  Top of Edwards 755 ft.
6835908,29.396945,-98.643334,Bexar,218EBFZA,San Antonio Water Sys. Lackland City #2,W,2/5/1957,1066,101,,904,1066,795,Yes,Yes,None,Plugged or Destroyed,TCEQ Source ID: G0150018AU. Tested at 1750 gpm with 2 ft draw- down in 1957. Cemented to 904 feet. Top of Edwards 904 ft. Plugged PS well in 1991. Owners Lackland City well #2.
6835909,29.386667,-98.649167,Bexar,218EBFZA,San Antonio Water Sys. Lackland City #3,W,9/6/1962,1107,101,,912,1107,778,No,Yes,Turbine,Public Supply,TCEQ Source ID: G0150018AV. Top of Edwards at 910 feet. Cemented from 912 ft. to surface.
6835910,29.409445,-98.656667,Bexar,218EBFZA,San Antonio Water Sys. 2 Stimmel well,W,9/8/1967,1050,,,,,781,Yes,Yes,None,Plugged or Destroyed,Owner Well Number: BEXAR COUNTY WL 16. TCEQ Source ID: G0150018CX. Owners Stimmel #2 well. Plugged PS well.
6835911,29.394722,-98.650834,Bexar,218EBFZA,Robert Boenig ,W,0/0/1926,916,,,,,801,Yes,No,Piston,Unused,Well I-122 in Texas Board of Water Engineers Bulletin 5608. Historical observation well.
6835912,29.4159833,-98.6387111,Bexar,218EBFZA,San Antonio Water Sys. Marbach Station #1,W,11/28/1973,1040,10,30,0,304,756,No,Yes,Turbine,Public Supply,Owner Well Number: Marbach Station Well #2. TCEQ Source ID: G0150018AG. Top of Edwards at 590 feet. Tested at 8626 gpm with 53.13 feet drawdown 11-16-73.
6835912,29.4159833,-98.6387111,Bexar,218EBFZA,San Antonio Water Sys. Marbach Station #1,W,11/28/1973,1040,10,26,304,591,756,No,Yes,Turbine,Public Supply,Owner Well Number: Marbach Station Well #2. TCEQ Source ID: G0150018AG. Top of Edwards at 590 feet. Tested at 8626 gpm with 53.13 feet drawdown 11-16-73.
6835912,29.4159833,-98.6387111,Bexar,218EBFZA,San Antonio Water Sys. Marbach Station #1,W,11/28/1973,1040,101,,591,1040,756,No,Yes,Turbine,Public Supply,Owner Well Number: Marbach Station Well #2. TCEQ Source ID: G0150018AG. Top of Edwards at 590 feet. Tested at 8626 gpm with 53.13 feet drawdown 11-16-73.
6835913,29.4159806,-98.6377889,Bexar,218EBFZA,San Antonio Water Sys. Marbach Station#2,W,3/5/1974,1040,101,,594,1040,756,Yes,Yes,Turbine,Public Supply,TCEQ Source ID: G0150018AH. Top of Edwards at 595 feet. Cemented from 594 ft. to surface. Tested at 5086 gpm with a drawdown of 4.8 feet when drilled. Water level taken on 2/14/74 was done as part of a pump test prior to well completion.
6835914,29.385834,-98.638889,Bexar,218EBFZA,San Antonio Water Sys. Lackland City #1,W,0/0/1960,1109,,,,,792,No,Yes,None,Plugged or Destroyed,TCEQ Source ID: G0150018AT. Owners Lackland City well #1. Plugged PS well in 1991.
6835915,29.3975833,-98.6349167,Bexar,218EDRDA,Baptist Childrens Home Well #1,W,0/0/1919,900,,,,,766,Yes,No,Submersible,Public Supply,TCEQ Source ID: G0150223A. Well I-136 in Texas Board of Water Engineers Bulletin 5608.
6835916,29.3972222,-98.6347222,Bexar,218EDRDA,Baptist Childrens Home Well #2,W,,920,,,,,773,No,No,Turbine,Irrigation,TCEQ Source ID: G0150223B. 
6835917,29.388334,-98.628889,Bexar,218EBFZA,Lackland AFB #6 Bldg. 9062,W,10/5/1991,1792,10,16,0,1557,771,Yes,No,,Public Supply,Owner Well Number: 6-BLDG 9062. TCEQ Source ID: G0150114F. Cemented to 1557 ft. Tested at 3000 gpm with 14 ft drawdown when drilled.
6835917,29.388334,-98.628889,Bexar,218EBFZA,Lackland AFB #6 Bldg. 9062,W,10/5/1991,1792,101,12,1557,1792,771,Yes,No,,Public Supply,Owner Well Number: 6-BLDG 9062. TCEQ Source ID: G0150114F. Cemented to 1557 ft. Tested at 3000 gpm with 14 ft drawdown when drilled.
6835918,29.4168056,-98.6377861,Bexar,218EBFZA,San Antonio Water Sys. Marbach Station#3,W,2/18/1991,1044,10,,0,591,757,No,Yes,Turbine,Public Supply,TCEQ Source ID: G0150018CY. Marbach #3 well.
6835918,29.4168056,-98.6377861,Bexar,218EBFZA,San Antonio Water Sys. Marbach Station#3,W,2/18/1991,1044,101,,591,1044,757,No,Yes,Turbine,Public Supply,TCEQ Source ID: G0150018CY. Marbach #3 well.
6836101,29.4930556,-98.6169444,Bexar,218EBFZA,Leon Valley Water  Supply Co.,W,0/0/1943,340,,,,,809,No,Yes,None,Plugged or Destroyed,Well Report Tracking Number: 128545. Plugging Report Tracking Number: 185206. Open hole from 300 to 340 ft. Development test:  Drawdown of 0 ft. pumping 300 gpm for 5 hours. Attempt to recondition in 2007. Driller determined the well had been plugged and filled in the well. Well was plugged per EAA guidelines in 2019.
6836102,29.489722,-98.600556,Bexar,218EBFZA,San Antonio Water Sys. Wurzbach Station #1 ,W,2/16/1963,786,101,,337,786,901,No,Yes,Turbine,Public Supply,TCEQ Source ID: G0150018BV. Tested at 5491 gpm with 2 ft. draw- down in 1963. Cemented to 337 feet.
6836103,29.4887361,-98.6013167,Bexar,218EBFZA,San Antonio Water Sys. Wurzbach Station #2,W,10/16/1967,824,101,,342,824,907,No,Yes,Turbine,Public Supply,TCEQ Source ID: G0150018BW. 
6836104,29.490834,-98.600834,Bexar,218EBFZA,San Antonio Water Sys. Wurzbach Station #3 ,W,6/0/1968,808,10,30,0,322,885,Yes,Yes,Turbine,Public Supply,"TCEQ Source ID: G0150018BX. Cemented from 322 ft. to surface. Development test drawdown of 5 ft. pumping 5,000 gpm for 16 hours."
6836104,29.490834,-98.600834,Bexar,218EBFZA,San Antonio Water Sys. Wurzbach Station #3 ,W,6/0/1968,808,101,,322,808,885,Yes,Yes,Turbine,Public Supply,"TCEQ Source ID: G0150018BX. Cemented from 322 ft. to surface. Development test drawdown of 5 ft. pumping 5,000 gpm for 16 hours."
6836105,29.487778,-98.601667,Bexar,218EBFZA,San Antonio Water Sys. Wurzbach Station #4 ,W,7/0/1968,816,,,,,887,Yes,Yes,Turbine,Public Supply,TCEQ Source ID: G0150018BY. Cemented from 323 ft. to surface.
6836106,29.497222,-98.621944,Bexar,218EBFZA,R A Rimkus,W,,400,,,,,810,No,Yes,Submersible,Domestic,
6836107,29.488889,-98.610834,Bexar,218EBFZA,City Of Leon Valley  Grass Hill Well,W,12/28/1970,550,,,,,882,Yes,Yes,Turbine,Public Supply,Owner Well Number: Grass Hill. TCEQ Source ID: G0150178A. Open hole from 416 to 550 ft. Cemented from 416 to surface.  Top of Edwards 406 ft.
6836108,29.48,-98.593889,Bexar,218EDRDA,W. R. Craig ,W,9/0/1963,484,,,,,870,No,No,Submersible,Industrial,Cemented from 430 ft. to surface. Top of Edwards 428 ft.
6836109,29.483055,-98.605001,Bexar,218EBFZA,Coleman ,W,,366,,,,,891,Yes,No,Piston,Domestic,Well I-11 in Texas Board of Water Engineers Bulletin 5608. Historical observation well.
6836110,29.478333,-98.585,Bexar,218EBFZA,R. C. Ramerez ,W,,,,,,,845,Yes,No,Piston,Domestic,Well I-18 in Texas Board of Water Engineers Bulletin 5608. Historical observation well.
6836111,29.4794722,-98.6238056,Bexar,218EBFZA,Timbercreek Utility  District,W,11/14/1972,677,,,,,802,Yes,Yes,Turbine,Public Supply,"Open hole from 330 to 677 ft. Cemented from 330 ft. to surface. Top of Edwards 335 ft.  Development test:  Drawdown of .50 ft. pumping 3,052 gpm for 12 hours on November 14, 1972."
6836112,29.480833,-98.594445,Bexar,218EBFZA,John Mason,W,0/0/1947,500,,,,,838,Yes,No,None,Plugged or Destroyed,Plugged.  Historical observation well.
6836113,29.466389,-98.586389,Bexar,218EBFZA,San Antonio Water Sys. Woodlawn Hills,W,0/0/1916,1100,,,,,902,Yes,Yes,Turbine,Public Supply,"Well I-39 in Texas Board of Water Engineers Bulletin 5608.  Drilled to 2,853 ft. plugged back to 1,100 ft."
6836114,29.48,-98.588056,Bexar,218EDRDA,Hodges Subdivision,W,0/0/1952,,,,,,822,Yes,No,Turbine,Domestic,Well I-178 in Texas Board of Water Engineers Bulletin 5608.
6836115,29.48,-98.5875,Bexar,218EDRDA,S. R. Hodges,W,0/0/1949,444,,,,,815,No,No,Turbine,Domestic,Well I-177 in Texas Board of Water Engineers Bulletin 5608.
6836116,29.496667,-98.618889,Bexar,218EDRD,J. B. Strange ,W,0/0/1956,400,10,7,0,180,830,No,No,Submersible,Domestic,
6836116,29.496667,-98.618889,Bexar,218EDRD,J. B. Strange ,W,0/0/1956,400,11,4,0,260,830,No,No,Submersible,Domestic,
6836116,29.496667,-98.618889,Bexar,218EDRD,J. B. Strange ,W,0/0/1956,400,10,5,260,330,830,No,No,Submersible,Domestic,
6836117,29.496389,-98.619722,Bexar,218EDRD,R. E. Doyle ,W,,400,,,,,830,No,No,Submersible,Unused,
6836118,29.495556,-98.62,Bexar,218EDRD,Raul Morales,W,,,,,,,825,No,No,Centrifugal Pump,Unused,
6836119,29.494167,-98.621111,Bexar,218EBFZA,Edwin Rentel,W,,410,,,,,830,No,Yes,Submersible,Unused,
6836120,29.494445,-98.620278,Bexar,218EDRD,G. W. Millsap ,W,3/0/1952,429,,,,,825,No,No,Centrifugal Pump,Domestic,
6836121,29.495834,-98.620278,Bexar,218EDRD,J R Gargotta,W,0/0/1950,356,,,,,825,No,No,Submersible,Unused,
6836122,29.496667,-98.6225,Bexar,218EDRD,Charles Ward,W,0/0/1952,390,,,,,840,Yes,No,Submersible,Unused,
6836123,29.496667,-98.623333,Bexar,218EBFZA,Frank Grona ,W,6/0/1965,400,,,,,845,No,Yes,Submersible,Unused,
6836124,29.495834,-98.618333,Bexar,218EBFZA,Hubert Dean ,W,3/1/1969,412,,,,,825,No,Yes,Submersible,Domestic,
6836125,29.494167,-98.618889,Bexar,218EDRD,Leon Valley Elementary School,W,8/0/1967,400,10,7,0,355,825,No,No,Submersible,Public Supply,
6836126,29.493056,-98.619722,Bexar,218EDRD,C C Calmback,W,0/0/1939,400,,,,,820,No,Yes,Centrifugal Pump,Domestic,
6836127,29.497222,-98.624167,Bexar,218EBFZA,Bandera West Property ,W,,350,,,,,862,No,Yes,Submersible,Domestic,
6836128,29.494167,-98.624167,Bexar,218EDRD,Lillian Parkman ,W,,370,,,,,865,No,Yes,Submersible,Domestic,
6836129,29.487222,-98.614445,Bexar,218EDRD,Rayford Lewis ,W,5/4/1972,450,10,6,1,395,840,No,Yes,Submersible,Domestic,
6836130,29.488611,-98.603056,Bexar,218EBFZA,San Antonio Water Sys. Wurzbach #5 ,W,9/0/1983,795,10,36,0,341,903,Yes,Yes,Turbine,Public Supply,TCEQ Source ID: G0150018BZ. Measured yield 7551 GPM with 249 feet drawdown after pumping 10 hours in 1983. Cemented from 0 to 341 feet.
6836130,29.488611,-98.603056,Bexar,218EBFZA,San Antonio Water Sys. Wurzbach #5 ,W,9/0/1983,795,101,34,341,391,903,Yes,Yes,Turbine,Public Supply,TCEQ Source ID: G0150018BZ. Measured yield 7551 GPM with 249 feet drawdown after pumping 10 hours in 1983. Cemented from 0 to 341 feet.
6836130,29.488611,-98.603056,Bexar,218EBFZA,San Antonio Water Sys. Wurzbach #5 ,W,9/0/1983,795,101,24,391,795,903,Yes,Yes,Turbine,Public Supply,TCEQ Source ID: G0150018BZ. Measured yield 7551 GPM with 249 feet drawdown after pumping 10 hours in 1983. Cemented from 0 to 341 feet.
6836131,29.49,-98.601389,Bexar,218EBFZA,San Antonio Water Sys. Wurzbach #6 ,W,12/0/1984,824,10,36,0,360,906,Yes,Yes,Turbine,Public Supply,TCEQ Source ID: G0150018CA. Measured yield 7800 GPM with 251 feet drawdown after pumping 8 hours in 1985. Cemented from 0 to 360 feet.
6836131,29.49,-98.601389,Bexar,218EBFZA,San Antonio Water Sys. Wurzbach #6 ,W,12/0/1984,824,101,34,350,400,906,Yes,Yes,Turbine,Public Supply,TCEQ Source ID: G0150018CA. Measured yield 7800 GPM with 251 feet drawdown after pumping 8 hours in 1985. Cemented from 0 to 360 feet.
6836131,29.49,-98.601389,Bexar,218EBFZA,San Antonio Water Sys. Wurzbach #6 ,W,12/0/1984,824,101,24,400,820,906,Yes,Yes,Turbine,Public Supply,TCEQ Source ID: G0150018CA. Measured yield 7800 GPM with 251 feet drawdown after pumping 8 hours in 1985. Cemented from 0 to 360 feet.
6836132,29.4952778,-98.5955556,Bexar,218EBFZA,USGS,O,8/4/2007,596,11,,586,596,841,Yes,Yes,,,USGS Site Number: 292943098354404. USGS Recorder well
6836201,29.490834,-98.549445,Bexar,218EDRDA,C D Nicholas,W,1/0/1957,601,10,7,0,408,860,No,No,None,Unused,
6836201,29.490834,-98.549445,Bexar,218EDRDA,C D Nicholas,W,1/0/1957,601,101,,408,601,860,No,No,None,Unused,
6836202,29.488889,-98.551112,Bexar,218EDRDA,S A Dyer,W,0/0/1953,450,,,,,840,No,No,None,Unused,
6836203,29.4875,-98.565556,Bexar,218EDRDA,H Finesilver,W,10/0/1952,464,10,7,0,412,945,No,No,Submersible,Domestic,
6836203,29.4875,-98.565556,Bexar,218EDRDA,H Finesilver,W,10/0/1952,464,101,,412,464,945,No,No,Submersible,Domestic,
6836204,29.488056,-98.547222,Bexar,218EDRDA,Jack Casper  Lighthouse Courts ,W,0/0/1947,502,,,,,825,No,No,Turbine,Public Supply,Open hole from 300 to 502 ft.
6836205,29.471389,-98.573055,Bexar,218EBFZA,San Antonio Water Sys. Bandera Station,W,7/3/1953,956,101,,421,956,807,Yes,Yes,None,Unused,TCEQ Source ID: G0150018BI. Well I-189 in Texas Board of Water Engineers Bulletin 5608. Top of Edwards at 420 ft. Cemented to 421 feet. Tested at 2708 gpm with 3 ft. drawdown when drilled. Owners Bandera Station well. Abandoned PS well.
6836206,29.473055,-98.548611,Bexar,218EBFZA,San Antonio Water Sys. Sunshine Station,W,11/13/1950,748,101,,537,748,756,Yes,Yes,Submersible,Public Supply,"TCEQ Source ID: G0150018BD. Well 258 in Texas Board of Water Engineers Bulletin 5608.  Cemented from 537 ft. to surface.  Top of Edwards 548 ft.  Development test: Drawdown of 2 ft. pumping 2,152 gpm."
6836207,29.471111,-98.561112,Bexar,218EBFZA,San Antonio Water Sys. Sutton Station,W,0/0/1951,1030,101,,495,1030,755,Yes,Yes,Turbine,Public Supply,TCEQ Source ID: G0150018BE. Well 270 in Texas Board of Water Engineers Bulletin 5608. Tested at 2708 gpm when drilled with a drawdown of 9 feet.
6836208,29.479167,-98.545834,Bexar,218EBFZA,San Antonio Water Sys. Loma Linda Station,W,2/16/1953,840,10,20,0,,813,Yes,Yes,Submersible,Public Supply,"TCEQ Source ID: G0150018BL. Well 290 in Texas Board of Water Engineers Bulletin 5608.  Cemented from 614 ft. to surface.  Top of Edwards 640 ft. Development test yield 2,777 gpm."
6836301,29.471944,-98.533611,Bexar,218EBFZA,H. C. Stolle,W,,,,,,,751,Yes,No,None,Plugged or Destroyed,Well 247 in Texas Board of Water Engineers Bulletin 5608.  Plugged. Historical observation well.
6836302,29.4725,-98.536667,Bexar,218EBFZA,San Antonio Water Sys. Babcock Station,W,12/15/1946,744,10,16,0,452,743,Yes,Yes,None,Plugged or Destroyed,TCEQ Source ID: G0150018AK. Well 289 in Texas Board of Water Engineers Bulletin 5608.  Deepened from 716 to 744 ft. in June 1949; 98 ft. of 10 in. liner added. Cemented from 637 ft. to surface. Top of Edwards 651 ft. Owners Babcock Station well. Plugged PS well.
6836302,29.4725,-98.536667,Bexar,218EBFZA,San Antonio Water Sys. Babcock Station,W,12/15/1946,744,10,14,452,637,743,Yes,Yes,None,Plugged or Destroyed,TCEQ Source ID: G0150018AK. Well 289 in Texas Board of Water Engineers Bulletin 5608.  Deepened from 716 to 744 ft. in June 1949; 98 ft. of 10 in. liner added. Cemented from 637 ft. to surface. Top of Edwards 651 ft. Owners Babcock Station well. Plugged PS well.
6836302,29.4725,-98.536667,Bexar,218EBFZA,San Antonio Water Sys. Babcock Station,W,12/15/1946,744,101,,637,744,743,Yes,Yes,None,Plugged or Destroyed,TCEQ Source ID: G0150018AK. Well 289 in Texas Board of Water Engineers Bulletin 5608.  Deepened from 716 to 744 ft. in June 1949; 98 ft. of 10 in. liner added. Cemented from 637 ft. to surface. Top of Edwards 651 ft. Owners Babcock Station well. Plugged PS well.
6836303,29.47,-98.509723,Bexar,218EBFZA,R. E. McIlvaine ,W,0/0/1910,540,,,,,710,Yes,No,None,Unused,Well 4 in Texas Board of Water Engineers Bulletin 5608. Historical observation well.
6836304,29.486945,-98.534722,Bexar,218EBFZA,San Antonio Water Sys. Vance Jackson Station ,W,0/0/1952,1094,101,,563,1094,785,Yes,Yes,None,Plugged or Destroyed,TCEQ Source ID: G0150018BS. Well I-202 in Texas Board of Water Engineers Bulletin 5608. Tested at 2500 gpm with a drawdown of 5 feet when drilled. Plugged PS well in June 1995. Owners Vance Jackson Station well.
6836305,29.488056,-98.505556,Bexar,218EBFZA,San Antonio Water Sys. Basse Road Station,W,3/31/1950,703,,,,,747,Yes,Yes,None,Unused,"TCEQ Source ID: G0150018AL. Well 261 in Texas Board of Water Engineers Bulletin 5608. Development test:  Drawdown of 7 ft. pumping 1,600 gpm. Owners Basse Road Station well. Abandoned PS well."
6836306,29.475555,-98.519444,Bexar,218EBFZA,San Antonio Water Sys. Edison Station,W,0/0/1940,1100,,,,,712,No,No,None,Unused,TCEQ Source ID: G0150018CT. Well 259 in Texas Board of Water Engineers Bulletin 5608.  Cemented to 548 ft. Tested at 1400 gpm with a drawdown of 1.7 ft when drilled. Owners Edison Station well. Abandoned PS well.
6836307,29.474444,-98.504445,Bexar,218EBFZA,San Antonio Water Sys. Fresno St.,W,0/0/1948,772,,,,,717,Yes,No,None,Plugged or Destroyed,Well 260 in Texas Board of Water Engineers Bulletin 5608.  Plugged. Cemented from 570 ft. to surface. Top of Edwards 569 ft.
6836401,29.446667,-98.623055,Bexar,218EDRDA,Southwest Research Institute,W,0/0/1960,590,,,,,774,Yes,No,None,Plugged or Destroyed,TCEQ Source ID: G0150309G. Open hole from 551 to 590 ft.  Top of Edwards 518 ft.  Unused since 1971. Formerly TCEQ ID #0150310B. Well plugged.
6836402,29.444445,-98.614445,Bexar,218EDRDA,Southwest Research Inst. (Well #2-North),W,5/12/1952,679,,,,,836,No,No,None,Plugged or Destroyed,TCEQ Source ID: G0150309B. Open hole from 574 to 679 ft. Cemented from 574 ft. to surface. Top of Edwards 574 ft.  Reported yield 700 gpm. Plugged PS well.
6836403,29.441667,-98.614723,Bexar,218EDRDA,Southwest Research Inst. (well #1),W,8/0/1954,889,,,,,830,No,No,None,Plugged or Destroyed,TCEQ Source ID: G0150309A. Open hole from 567 to 889 ft.  Top of Edwards 567 ft. Plugged.
6836404,29.4416667,-98.6133333,Bexar,218EDRDA,Southwest Research Inst. (#4-Ordnance),W,12/0/1955,985,,,,,821,No,No,Turbine,Public Supply,TCEQ Source ID: G0150309D. Open hole from 545 to 985 ft.  Top of Edwards 540 ft.  Reported yield 700 gpm.
6836405,29.44,-98.613056,Bexar,218EDRDA,Southwest Research Inst. (#3-South),W,4/6/1964,780,,,,,838,No,No,None,Plugged or Destroyed,Plugging Report Tracking Number: 13716. TCEQ Source ID: G0150309C. Open hole from 557 to 780 ft. Cemented from 557 ft. to surface. Top of Edwards 562 ft. Plugged industrial well.
6836406,29.4275,-98.591389,Bexar,218EDRDA,Community Well,W,,990,,,,,732,No,No,Turbine,Irrigation,"Reported yield 1,600 gpm."
6836407,29.426389,-98.624167,Bexar,218EBFZA,Doug Saunders ,W,0/0/1956,620,10,8,0,300,731,Yes,No,None,Unused,"Open hole from 580 to 620 ft.  Top of Edwards 580 ft.  Development test:  Drawdown of 0 ft. pumping 1,100 gpm. Observation well. Recorder observtion well from Aug. 27, 1970 to Oct. 24, 1973."
6836407,29.426389,-98.624167,Bexar,218EBFZA,Doug Saunders ,W,0/0/1956,620,10,6,300,580,731,Yes,No,None,Unused,"Open hole from 580 to 620 ft.  Top of Edwards 580 ft.  Development test:  Drawdown of 0 ft. pumping 1,100 gpm. Observation well. Recorder observtion well from Aug. 27, 1970 to Oct. 24, 1973."
6836408,29.419444,-98.609167,Bexar,218EDRDA,Carl Stephan,W,,400,,,,,711,No,No,Turbine,Domestic,
6836409,29.418055,-98.613612,Bexar,218EDRDA,"McDonough Brothers,  Inc.",W,9/0/1953,1215,,,,,700,No,No,Turbine,Industrial,"Open hole from 680 to 1,215 ft. Top of Edwards 678 ft.  Pump set at 110 ft.  Reported yield 700 gpm."
6836410,29.456112,-98.623889,Bexar,218EBFZA,M. A. Clapp ,W,0/0/1947,604,,,,,764,Yes,Yes,Turbine,Domestic,"Well I-158 in Texas Board of Water Engineers Bulletin 5608. Development test:  Drawdown of 0 ft. pumping 1,600 gpm."
6836411,29.4458333,-98.6230556,Bexar,218EDRDA,Southwest Research Institute,W,7/0/1971,800,,,,,765,Yes,No,Turbine,Public Supply,TCEQ Source ID: G0150309F. Open hole from 521 to 800 ft. Cemented from 521 ft. to surface. Top of Edwards 516 ft.  Reported yield 575 gpm. Formerly TCEQ ID #0150310A.  Currently listed as an inactive PWS well in TCEQ DWW. 3/19/2024 HD
6836412,29.431667,-98.611389,Bexar,218EDRDA,Ruth McClain Bauers ,W,,,,,,,740,No,No,Turbine,Domestic,
6836413,29.417222,-98.588334,Bexar,218EDRDA,Van De Walle & Sons ,W,,,,,,,721,No,No,Turbine,Irrigation,
6836414,29.424167,-98.589167,Bexar,218EDRDA,Van De Walle & Sons ,W,0/0/1945,989,,,,,727,No,No,Turbine,Irrigation,Well I-55 in Texas Board of Water Engineers Bulletin 5608.
6836415,29.418055,-98.613056,Bexar,218EDRDA,"McDonough Brothers,  Inc.",W,,1160,,,,,702,Yes,No,Turbine,Industrial,Well I-55 in Texas Board of Water Engineers Bulletin 5608.  Pump set at 80 ft.  Reported yield 500 gpm.
6836417,29.421389,-98.603056,Bexar,218EDRDA,Carl Stephen,W,,,,,,,719,No,No,Turbine,Domestic,
